"id","trial","trial_index","abstract","treatment","treatment_string","general_topic","abstract_title","abstract_text","stimulus","decision1_resp","decision1_rt","for_resp","for_resp_factor","for_rt","decision2_resp","decision2_rt","rethink_resp","rethink_rt","read1_rt","read2_rt","study_duration_minutes"
10,1,5,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",100,13094,5,6,5799,90,6855,1,5245,14146,6049,16.1347333333333
1,11,65,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",59,2333,5,6,2934,61,2157,0,1165,24032,NA,18.2111333333333
21,15,90,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",60,1909,4,5,2346,59,1655,0,1200,15803,NA,13.24535
22,17,102,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,2605,4,5,3077,39,2668,0,1118,31914,NA,40.56655
9,15,89,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",20,4639,4,5,3455,20,5279,0,1198,72578,NA,36.6534166666667
13,10,60,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",53,3211,4,5,1555,54,2108,0,1464,25266,NA,17.9572666666667
63,6,40,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",19,3892,4,5,2429,18,2453,1,1575,33407,8197,17.3092666666667
41,14,96,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",69,2065,4,5,2146,77,1748,1,1708,44989,35101,24.7716833333333
23,15,91,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",79,3126,4,5,1905,79,1772,0,838,21226,NA,20.5513333333333
73,17,105,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",31,2223,2,3,2260,31,2157,1,812,24158,18695,12.8285666666667
62,16,110,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",75,2732,5,6,2575,75,1786,1,861,21640,865,14.1099666666667
20,15,89,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,2935,4,5,2231,40,2349,0,1398,96458,NA,31.7443833333333
42,8,53,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",39,17699,2,3,4439,29,2445,1,1145,29967,20324,26.4454166666667
72,15,89,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",28,1867,5,6,1912,36,2447,0,811,46060,NA,17.3563333333333
61,13,77,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",57,2798,2,3,2743,60,2626,0,1529,5537,NA,8.6141
25,10,60,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",75,15093,4,5,9501,79,8016,0,7320,71979,NA,44.7174833333333
14,1,5,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",70,8119,4,5,13333,59,9927,1,24456,35080,3789,18.5198833333333
71,7,42,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",60,6580,4,5,3953,59,3909,0,1136,114450,NA,41.2572666666667
32,2,12,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",69,4142,4,5,8271,70,2566,1,3862,30827,2273,24.216
24,7,41,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",59,4823,3,4,2024,55,3655,0,1326,36423,NA,23.4921166666667
52,7,46,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",0,2159,5,6,2326,0,2748,1,2353,35966,13476,56.4502666666667
8,2,12,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",25,19154,4,5,8924,25,4777,1,1379,27137,2958,18.27305
27,1,5,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",74,19029,4,5,13816,75,23131,1,29444,52456,90850,47.0249
35,11,65,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",70,2379,5,6,3593,71,2304,0,1333,25327,NA,17.6402833333333
19,3,17,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",69,2166,5,6,2215,60,7646,0,1024,24730,NA,15.3829166666667
30,11,68,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,3215,2,3,2991,50,6847,1,3423,34532,17901,25.6369333333333
38,12,77,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",56,2679,3,4,3264,55,2439,1,975,21534,4580,18.5516666666667
34,1,5,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,4181,4,5,1999,50,3018,0,3830,1777,NA,23.3266333333333
33,13,84,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",50,4109,6,7,5634,55,3117,0,2118,30599,NA,35.3196166666667
75,4,24,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",70,3063,4,5,2712,71,1904,0,1585,22267,NA,9.37248333333333
49,3,18,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",70,7171,4,5,3463,80,5265,0,5376,22161,NA,24.3197
60,4,26,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",37,7188,4,5,2432,36,2425,1,2091,26499,22627,27.0280333333333
28,11,65,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",69,2547,5,6,4282,80,2313,0,1378,28366,NA,24.19875
74,14,88,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,3535,4,5,2663,39,2558,0,942,66600,NA,27.755
70,1,5,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",36,18552,4,5,18999,34,11660,0,12647,5459,NA,18.6958666666667
31,8,52,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",80,4813,5,6,2979,71,3276,1,1441,35818,19417,28.1291666666667
39,8,50,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",80,3558,4,5,4727,62,3720,1,2780,47266,5932,23.8372666666667
47,12,71,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",50,2735,5,6,2376,50,2015,0,1062,26710,NA,14.3545333333333
7,15,90,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",20,2941,4,5,1938,19,1791,0,922,27384,NA,17.3102166666667
3,11,75,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",40,1978,4,5,2552,40,1875,1,1613,26505,8176,19.1565666666667
50,7,42,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",40,3099,4,5,2599,31,2963,0,1114,12229,NA,25.6168833333333
18,4,24,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",32,3791,4,5,2695,40,3151,0,3167,37716,NA,24.1999833333333
29,15,103,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",30,2998,4,5,3716,29,2665,1,1362,32123,21814,31.0823
2,17,102,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",78,4739,4,5,2781,80,3538,0,1709,7354,NA,15.3299166666667
45,11,66,9,1,"conservative","Southwestern US","Focus on industrialists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how chambers of commerce, developers, and civic boosters were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9b.html_decision1",0,2209,6,7,2484,0,1618,0,958,43483,NA,19.0424
44,3,17,9,-1,"progressive","Southwestern US","Focus on environmentalists","In cities across the Southwestern United States, a clear divide exists: chambers of commerce, developers, and civic boosters push for economic growth on one side, while environmentalists and worried citizens aim to curb what they perceive as urban sprawl on the other. This clash is often traced back to the emergence of environmental activism in the late 1960s, but resistance to urban expansion in the Southwest started with the economic surge post-World War II. This article concentrates on the 1990s, a pivotal period for urban conflicts in the Southwestern United States and explores how environmental activists were misleadingly portrayed as dividers of societal unity by local media in Arizona and New Mexico.","text/9a.html_decision1",21,4181,6,7,5729,19,8847,1,8090,24375,3187,20.3593666666667
